filename,level_1,grapheme,phoneme,filenameFixed,level_1,graphemeFixed,phonemeFixed
Por_um_fio_-_Frases,52,como,'\s\\i\,Por_um_fio_-_Frases,52,como,\s\\i\
Por_um_fio_-_Frases,52,os,\tS\\i\.\v\\e\.\s\\i\,Por_um_fio_-_Frases,52,os,\tS\\i\'\v\\e\.\s\\i\
Por_um_fio_-_Frases,52,tivesse,\e\'\z\\a\.\m\\i~\.\n\\a\.\d\\u\,Por_um_fio_-_Frases,52,tivesse,\e\.\z\\a\.\m\\i~\'\n\\a\.\d\\u\
Por_um_fio_-_Frases,52,examinado,\o~\.\t\\e~j~\,Por_um_fio_-_Frases,52,examinado,'\o~\.\t\\e~j~\
Por_um_fio_-_Frases,53,um,\f\\a\.\S\\u\,Por_um_fio_-_Frases,53,um,'\f\\a\.\S\\u\
Por_um_fio_-_Frases,53,facho,'\dZ\\i\,Por_um_fio_-_Frases,53,facho,\dZ\\i\
Por_um_fio_-_Frases,53,de,\l\\u\\s\,Por_um_fio_-_Frases,53,de,'\l\\u\\s\
Por_um_fio_-_Frases,53,forte,'\k\\i\,Por_um_fio_-_Frases,53,forte,\k\\i\
Por_um_fio_-_Frases,53,que,\s\\E\.\g\\a\,Por_um_fio_-_Frases,53,que,'\s\\E\.\g\\a\
Por_um_fio_-_Frases,53,cega,'\u\,Por_um_fio_-_Frases,53,cega,\u\
Por_um_fio_-_Frases,53,o,\o\\b\.\s\\e\\R\.\v\\a\.\d\\o\\X\,Por_um_fio_-_Frases,53,o,\o\\b\.\s\\e\\R\.\v\\a\'\d\\o\\X\
Por_um_fio_-_Frases,55,dos,\f\\u~\.\s\\i\.\o\.\n\\a\.\r\\i\\u\\s\,Por_um_fio_-_Frases,55,dos,\f\\u~\.\s\\i\.\o\'\n\\a\.\r\\i\\u\\s\
Por_um_fio_-_Frases,55,que,\e\\s\.\t\\a\.\v\\a~\\w~\,Por_um_fio_-_Frases,55,que,\e\\s\'\t\\a\.\v\\a~\\w~\
Por_um_fio_-_Frases,55,por,\p\\E\\X\.\t\\u\,Por_um_fio_-_Frases,55,por,'\p\\E\\X\.\t\\u\
Por_um_fio_-_Frases,55,perto,'\n\\a\\js\,Por_um_fio_-_Frases,55,perto,\n\\a\\js\
Por_um_fio_-_Frases,55,nas,\p\\r\\i~\.\m\\ej\.\r\\a\\js\,Por_um_fio_-_Frases,55,nas,\p\\r\\i~\'\m\\ej\.\r\\a\\js\
Por_um_fio_-_Frases,55,primeiras,\m\\O\\X\'\tS\\i\\s\,Por_um_fio_-_Frases,55,primeiras,'\m\\O\\X\.\tS\\i\\s\
Por_um_fio_-_Frases,55,mortes,'\k\\i\,Por_um_fio_-_Frases,55,mortes,\k\\i\
Por_um_fio_-_Frases,55,que,\a\.\t\\e\\s\.\t\\ej\\pau\,Por_um_fio_-_Frases,55,que,\a\.\t\\e\\s\'\t\\ej\\pau\
Por_um_fio_-_Frases,55,atestei;,\d\\E\.\l\\a\\js\,Por_um_fio_-_Frases,55,atestei;,'\d\\E\.\l\\a\\js\
Por_um_fio_-_Frases,55,delas,'\g\\u\\a\\R\.\d\\ej\,Por_um_fio_-_Frases,55,delas,\g\\u\\a\\R\'\d\\ej\
Por_um_fio_-_Frases,55,apenas,'\a\,Por_um_fio_-_Frases,55,apenas,\a\
Por_um_fio_-_Frases,55,a,\l\\e~\.\b\\r\\a~\.\s\\a\,Por_um_fio_-_Frases,55,a,\l\\e~\'\b\\r\\a~\.\s\\a\
Por_um_fio_-_Frases,55,do,\s\\i\.\l\\e~\.\s\\i\\u\,Por_um_fio_-_Frases,55,do,\s\\i\'\l\\e~\.\s\\i\\u\
Por_um_fio_-_Frases,55,silêncio,'\s\\e\.\p\\u\\w\.\k\\r\\a\\w\,Por_um_fio_-_Frases,55,silêncio,\s\\e\.\p\\u\\w\'\k\\r\\a\\w\
Por_um_fio_-_Frases,55,dos,\o~\.\m\\e~\\z\,Por_um_fio_-_Frases,55,dos,'\o~\.\m\\e~\\z\
Por_um_fio_-_Frases,55,homens,\e~j~\.\v\\O\\w\.\t\\a\,Por_um_fio_-_Frases,55,homens,'\e~j~\.\v\\O\\w\.\t\\a\
Por_um_fio_-_Frases,55,volta,\k\\O\\X\.\p\\u\,Por_um_fio_-_Frases,55,volta,'\k\\O\\X\.\p\\u\
Por_um_fio_-_Frases,55,do,\i~\.\n\\E\\X\.\tS\\i\,Por_um_fio_-_Frases,55,do,\i~\'\n\\E\\X\.\tS\\i\
Por_um_fio_-_Frases,64,em,\e~j~\.\v\\O\\w\.\t\\a\,Por_um_fio_-_Frases,64,em,'\e~j~\.\v\\O\\w\.\t\\a\
Por_um_fio_-_Frases,64,volta,'\dZ\\i\,Por_um_fio_-_Frases,64,volta,\dZ\\i\
Por_um_fio_-_Frases,64,um,\Z\\O\.\v\\e~j~\.\k\\a\.\i\\d\\u\,Por_um_fio_-_Frases,64,um,\Z\\O\'\v\\e~j~\.\k\\a\.\i\\d\\u\
Por_um_fio_-_Frases,64,jovem,'\dZ\\i\,Por_um_fio_-_Frases,64,jovem,\dZ\\i\
Por_um_fio_-_Frases,64,de,\a\.\b\\E\\X\.\t\\u\\s\\pau\,Por_um_fio_-_Frases,64,de,\a\'\b\\E\\X\.\t\\u\\s\\pau\
Por_um_fio_-_Frases,64,braços,'\k\\a\.\b\\E\.\l\\u\,Por_um_fio_-_Frases,64,braços,\k\\a\'\b\\E\.\l\\u\
Por_um_fio_-_Frases,64,"abertos,",\d\\e\\z\'\g\\r\\e\.\J\\a\.\d\\u\\pau\,Por_um_fio_-_Frases,64,"abertos,",\d\\e\\z\.\g\\r\\e\'\J\\a\.\d\\u\\pau\
Por_um_fio_-_Frases,64,"desgrenhado,",\e\\s\.\t\\r\\a\'\s\\a\.\L\\a\.\d\\a\,Por_um_fio_-_Frases,64,"desgrenhado,",\e\\s\.\t\\r\\a\.\s\\a\'\L\\a\.\d\\a\
Por_um_fio_-_Frases,64,e,\i~\.\v\\a\.\r\\i\.\a\.\v\\e\\j\\s\,Por_um_fio_-_Frases,64,e,\i~\.\v\\a\.\r\\i\'\a\.\v\\e\\j\\s\
Por_um_fio_-_Frases,64,os,\f\\u\.\r\\u\\s\,Por_um_fio_-_Frases,64,os,'\f\\u\.\r\\u\\s\
Por_um_fio_-_Frases,64,com,\e\\s\.\k\\o\.\R\\i\.\d\\u\,Por_um_fio_-_Frases,64,com,\e\\s\.\k\\o\'\R\\i\.\d\\u\
Por_um_fio_-_Frases,64,escorrido,\R\\ow\.\p\\a\,Por_um_fio_-_Frases,64,escorrido,'\R\\ow\.\p\\a\
Por_um_fio_-_Frases,70,para,\p\\a\.\r\\a\,Por_um_fio_-_Frases,70,para,'\p\\a\.\r\\a\
Por_um_fio_-_Frases,70,chegar,'\S\\e\.\g\\a\\r\,Por_um_fio_-_Frases,70,chegar,\S\\e\'\g\\a\\r\
Por_um_fio_-_Frases,70,até,'\a\.\t\\E\\u\,Por_um_fio_-_Frases,70,até,\a\'\t\\E\\u\
Por_um_fio_-_Frases,70,o,\s\\e~\.\t\\r\\u\,Por_um_fio_-_Frases,70,o,'\s\\e~\.\t\\r\\u\
Por_um_fio_-_Frases,71,jovens,'\d\\a\,Por_um_fio_-_Frases,71,jovens,\d\\a\
Por_um_fio_-_Frases,71,da,\k\\a\.\d\\ej\.\a\,Por_um_fio_-_Frases,71,da,\k\\a\'\d\\ej\.\a\
Por_um_fio_-_Frases,71,cadeia,\S\\a~\'\m\\a~\\w~\,Por_um_fio_-_Frases,71,cadeia,'\S\\a~\.\m\\a~\\w~\
Por_um_fio_-_Frases,71,chamam,'\dZ\\i\,Por_um_fio_-_Frases,71,chamam,\dZ\\i\
Por_um_fio_-_Frases,71,de,\tS\\i\\o\.\z\\i~\.\J\\u\,Por_um_fio_-_Frases,71,de,\tS\\i\\o\'\z\\i~\.\J\\u\
Por_um_fio_-_Frases,72,em,\e~j~\.\f\\r\\e~\.\tS\\i\,Por_um_fio_-_Frases,72,em,'\e~j~\.\f\\r\\e~\.\tS\\i\
Por_um_fio_-_Frases,72,frente,'\a\\w\,Por_um_fio_-_Frases,72,frente,\a\\w\
Por_um_fio_-_Frases,72,ao,\R\\a\.\p\\a\\z\,Por_um_fio_-_Frases,72,ao,\R\\a\'\p\\a\\z\
Por_um_fio_-_Frases,72,rapaz,\e\\s\'\t\\a\.\t\\e\.\l\\a\.\d\\u\\pau\,Por_um_fio_-_Frases,72,rapaz,\e\\s\.\t\\a\.\t\\e\'\l\\a\.\d\\u\\pau\
Por_um_fio_-_Frases,72,"estatelado,",\a\.\b\\a\\j\.\S\\ow\,Por_um_fio_-_Frases,72,"estatelado,",\a\.\b\\a\\j\'\S\\ow\
Por_um_fio_-_Frases,72,cerrou-lhe,\s\\e\.\R\\ow\,Por_um_fio_-_Frases,72,cerrou-lhe,\s\\e\'\R\\ow\
Por_um_fio_-_Frases,72,com,\p\\a\\w\.\p\\e\.\b\\r\\a\\js\,Por_um_fio_-_Frases,72,com,'\p\\a\\w\.\p\\e\.\b\\r\\a\\js\
Por_um_fio_-_Frases,72,"delicadeza,",'\k\\o~\,Por_um_fio_-_Frases,72,"delicadeza,",\k\\o~\
Por_um_fio_-_Frases,72,dobrou-lhe,\d\\e\.\l\\i\.\k\\a\.\d\\e\.\z\\a\\pau\,Por_um_fio_-_Frases,72,dobrou-lhe,\d\\e\.\l\\i\.\k\\a\'\d\\e\.\z\\a\\pau\
Por_um_fio_-_Frases,72,os,\d\\o\.\b\\r\\ow\,Por_um_fio_-_Frases,72,os,\d\\o\'\b\\r\\ow\
Por_um_fio_-_Frases,72,braços,'\L\\i\,Por_um_fio_-_Frases,72,braços,\L\\i\
Por_um_fio_-_Frases,72,o,\b\\r\\a\.\s\\u\\s\,Por_um_fio_-_Frases,72,o,'\b\\r\\a\.\s\\u\\s\
Por_um_fio_-_Frases,72,um,\p\\ej\.\t\\u\\pau\,Por_um_fio_-_Frases,72,um,'\p\\ej\.\t\\u\\pau\
Por_um_fio_-_Frases,72,terço,\R\\e\.\tS\\i\.\r\\ow\,Por_um_fio_-_Frases,72,terço,\R\\e\.\tS\\i\'\r\\ow\
Por_um_fio_-_Frases,72,de,'\u~\,Por_um_fio_-_Frases,72,de,\u~\
Por_um_fio_-_Frases,72,contas,\t\\E\\X\.\s\\u\,Por_um_fio_-_Frases,72,contas,'\t\\E\\X\.\s\\u\
Por_um_fio_-_Frases,72,que,\k\\o~\.\t\\a\\js\,Por_um_fio_-_Frases,72,que,'\k\\o~\.\t\\a\\js\
Por_um_fio_-_Frases,72,trazia,\k\\l\\a\.\r\\a\\js\,Por_um_fio_-_Frases,72,trazia,'\k\\l\\a\.\r\\a\\js\
Por_um_fio_-_Frases,72,pescoço,\t\\r\\a\.\z\\i\.\a\,Por_um_fio_-_Frases,72,pescoço,\t\\r\\a\'\z\\i\.\a\
Por_um_fio_-_Frases,72,com,\p\\e\\s\.\k\\o\.\s\\u\,Por_um_fio_-_Frases,72,com,\p\\e\\s\'\k\\o\.\s\\u\
Por_um_fio_-_Frases,72,as,\e\.\l\\i\,Por_um_fio_-_Frases,72,as,'\e\.\l\\i\
Por_um_fio_-_Frases,72,mãos,\p\\r\\e~\.\d\\e\\u\,Por_um_fio_-_Frases,72,mãos,\p\\r\\e~\'\d\\e\\u\
Por_um_fio_-_Frases,72,sem,'\a\\js\,Por_um_fio_-_Frases,72,sem,\a\\js\
Por_um_fio_-_Frases,72,vida,\m\\a~\\w~\\s\,Por_um_fio_-_Frases,72,vida,'\m\\a~\\w~\\s\
Por_um_fio_-_Frases,72,em,\s\\e~j~\.\v\\i\'\d\\a\,Por_um_fio_-_Frases,72,em,'\s\\e~j~\.\v\\i\.\d\\a\
Por_um_fio_-_Frases,72,posição,\e~j~\.\p\\o\.\z\\i\.\s\\a~\\w~\,Por_um_fio_-_Frases,72,posição,\e~j~\.\p\\o\'\z\\i\.\s\\a~\\w~\
Por_um_fio_-_Frases,72,prece.,\p\\r\\E\.\s\\i\,Por_um_fio_-_Frases,72,prece.,'\p\\r\\E\.\s\\i\
Por_um_fio_-_Frases,73,baixinho,'\b\\a\\j\.\S\\i~\.\J\\u\,Por_um_fio_-_Frases,73,baixinho,\b\\a\\j\'\S\\i~\.\J\\u\
Por_um_fio_-_Frases,73,"padre-nosso,",\p\\a\.\d\\r\\i\,Por_um_fio_-_Frases,73,"padre-nosso,",'\p\\a\.\d\\r\\i\
Por_um_fio_-_Frases,73,que,\n\\O\.\s\\u\\pau\,Por_um_fio_-_Frases,73,que,'\n\\O\.\s\\u\\pau\
Por_um_fio_-_Frases,73,vozes,'\a\\w\.\g\\u~\.\m\\a\\js\,Por_um_fio_-_Frases,73,vozes,\a\\w\'\g\\u~\.\m\\a\\js\
Por_um_fio_-_Frases,73,acompanharam,\v\\O\.\z\\i\\z\,Por_um_fio_-_Frases,73,acompanharam,'\v\\O\.\z\\i\\z\
Por_um_fio_-_Frases,73,"uníssono,",\e~j~\.\u~\.\n\\i\\s\\o\.\n\\u\\pau\,Por_um_fio_-_Frases,73,"uníssono,",\e~j~\'\u~\.\n\\i\\s\\o\.\n\\u\\pau\
Por_um_fio_-_Frases,73,sinal-da-cruz,\s\\i~\.\n\\a\\w\,Por_um_fio_-_Frases,73,sinal-da-cruz,\s\\i~\'\n\\a\\w\
Por_um_fio_-_Frases,73,e,'\d\\a\,Por_um_fio_-_Frases,73,e,\d\\a\
Por_um_fio_-_Frases,73,se,\k\\r\\u\\z\,Por_um_fio_-_Frases,73,se,'\k\\r\\u\\z\
Por_um_fio_-_Frases,73,afastou,'\i\,Por_um_fio_-_Frases,73,afastou,\i\
Por_um_fio_-_Frases,73,passo,\a\.\f\\a\\s\.\t\\ow\,Por_um_fio_-_Frases,73,passo,\a\.\f\\a\\s\'\t\\ow\
Por_um_fio_-_Frases,73,cadenciado,\e~j~\'\p\\a\.\s\\u\,Por_um_fio_-_Frases,73,cadenciado,'\e~j~\.\p\\a\.\s\\u\
Por_um_fio_-_Frases,73,até,\k\\a\.\d\\e~\.\s\\i\.\a\.\d\\u\,Por_um_fio_-_Frases,73,até,\k\\a\.\d\\e~\.\s\\i\'\a\.\d\\u\
Por_um_fio_-_Frases,73,sumir,'\a\.\t\\E\\s\\u~\.\m\\i\\R\,Por_um_fio_-_Frases,73,sumir,\a\'\t\\E\\s\\u~\.\m\\i\\R\
Por_um_fio_-_Frases,73,fundo,\f\\u~\.\d\\u\,Por_um_fio_-_Frases,73,fundo,'\f\\u~\.\d\\u\
Por_um_fio_-_Frases,73,escuro,'\e\\s\.\k\\u\.\r\\u\,Por_um_fio_-_Frases,73,escuro,\e\\s\'\k\\u\.\r\\u\
Por_um_fio_-_Frases,73,galeria.,'\g\\a\.\l\\e\.\r\\i\.\a\,Por_um_fio_-_Frases,73,galeria.,\g\\a\.\l\\e\'\r\\i\.\a\
Por_um_fio_-_Frases,75,doente,'\d\\o\.\e~\.\tS\\i\,Por_um_fio_-_Frases,75,doente,\d\\o\'\e~\.\tS\\i\
Por_um_fio_-_Frases,75,familiares,\f\\a\.\m\\i\'\l\\i\.\a\.\r\\i\\s\,Por_um_fio_-_Frases,75,familiares,\f\\a\.\m\\i\.\l\\i\'\a\.\r\\i\\s\
Por_um_fio_-_Frases,78,em,\e~j~\.\R\\e\.\l\\a\.\s\\a~\\w~\,Por_um_fio_-_Frases,78,em,\e~j~\.\R\\e\'\l\\a\.\s\\a~\\w~\
Por_um_fio_-_Frases,78,a,\m\\a\\j\\pau\,Por_um_fio_-_Frases,78,a,'\m\\a\\j\\pau\
Por_um_fio_-_Frases,78,do,'\p\\o\\X\.\k\\i\,Por_um_fio_-_Frases,78,do,\p\\o\\X\'\k\\i\
Por_um_fio_-_Frases,78,fato,\n\\a~\\w~\,Por_um_fio_-_Frases,78,fato,'\n\\a~\\w~\
Por_um_fio_-_Frases,78,porque,'\s\\u\.\p\\o\\X\.\t\\a\\r\,Por_um_fio_-_Frases,78,porque,\s\\u\.\p\\o\\X\'\t\\a\\r\
Por_um_fio_-_Frases,78,consegue,\d\\e\\z\.\g\\o\\s\'\t\\u\,Por_um_fio_-_Frases,78,consegue,\d\\e\\z\'\g\\o\\s\.\t\\u\
Por_um_fio_-_Frases,78,desgosto,\e~\.\b\\O\.\r\\a\,Por_um_fio_-_Frases,78,desgosto,\e~\'\b\\O\.\r\\a\
Por_um_fio_-_Frases,78,de,\l\\e~\.\t\\a\.\m\\e~\.\tS\\i\,Por_um_fio_-_Frases,78,de,\l\\e~\.\t\\a\'\m\\e~\.\tS\\i\
Por_um_fio_-_Frases,79,em,\e~j~\.\m\\e\\u\,Por_um_fio_-_Frases,79,em,'\e~j~\.\m\\e\\u\
Por_um_fio_-_Frases,79,meu,'\k\\o~\.\s\\u\\w\.\t\\O\\r\\i\\u\,Por_um_fio_-_Frases,79,meu,\k\\o~\.\s\\u\\w\'\t\\O\\r\\i\\u\
Por_um_fio_-_Frases,79,consultório,\d\\o\\j\\z\,Por_um_fio_-_Frases,79,consultório,'\d\\o\\j\\z\
Por_um_fio_-_Frases,79,dois,'\i\\R\.\m\\a~\\w~\\s\,Por_um_fio_-_Frases,79,dois,\i\\R\'\m\\a~\\w~\\s\
Por_um_fio_-_Frases,79,de,\t\\E\\R\.\n\\u\,Por_um_fio_-_Frases,79,de,'\t\\E\\R\.\n\\u\
Por_um_fio_-_Frases,79,terno,'\b\\e~j~\.\k\\o\\X\.\t\\a\.\d\\u\\pau\,Por_um_fio_-_Frases,79,terno,\b\\e~j~\'\k\\o\\X\.\t\\a\.\d\\u\\pau\
Por_um_fio_-_Frases,79,"cortado,",\R\\a\'\dZ\\i\\o\.\g\\r\\a\.\f\\i\.\a\\js\,Por_um_fio_-_Frases,79,"cortado,",\R\\a\.\dZ\\i\\o\.\g\\r\\a\'\f\\i\.\a\\js\
Por_um_fio_-_Frases,79,e,\R\\e\.\l\\a\.\t\\O\\r\\i\\u\,Por_um_fio_-_Frases,79,e,\R\\e\.\l\\a\'\t\\O\\r\\i\\u\
Por_um_fio_-_Frases,79,cirurgia,\p\\a\\j\\pau\,Por_um_fio_-_Frases,79,cirurgia,'\p\\a\\j\\pau\
Por_um_fio_-_Frases,79,do,\i~\.\d\\u\\s\.\t\\r\\i\.\a\\w\,Por_um_fio_-_Frases,79,do,\i~\.\d\\u\\s\.\t\\r\\i\'\a\\w\
Por_um_fio_-_Frases,79,"pai,",'\dZ\\i\,Por_um_fio_-_Frases,79,"pai,",\dZ\\i\
Por_um_fio_-_Frases,79,industrial,\s\\e\.\t\\e~\'\t\\a\,Por_um_fio_-_Frases,79,industrial,\s\\e\'\t\\e~\.\t\\a\
Por_um_fio_-_Frases,79,e,\a~\.\n\\u\\s\\pau\,Por_um_fio_-_Frases,79,e,'\a~\.\n\\u\\s\\pau\
Por_um_fio_-_Frases,79,sete,\v\\i\.\u\\v\\u\\pau\,Por_um_fio_-_Frases,79,sete,\v\\i\'\u\\v\\u\\pau\
Por_um_fio_-_Frases,79,"anos,",\o\'\p\\e\.\r\\a\.\d\\u\,Por_um_fio_-_Frases,79,"anos,",\o\.\p\\e\'\r\\a\.\d\\u\
Por_um_fio_-_Frases,79,"viúvo,",'\dZ\\i\,Por_um_fio_-_Frases,79,"viúvo,",\dZ\\i\
Por_um_fio_-_Frases,79,operado,\k\\a~\'\s\\e\\R\,Por_um_fio_-_Frases,79,operado,'\k\\a~\.\s\\e\\R\
Por_um_fio_-_Frases,79,de,\g\\a\\s\.\t\\r\\i\.\k\\u\,Por_um_fio_-_Frases,79,de,'\g\\a\\s\.\t\\r\\i\.\k\\u\
Por_um_fio_-_Frases,82,ainda,'\a\.\i~\.\d\\a\,Por_um_fio_-_Frases,82,ainda,\a\'\i~\.\d\\a\
Por_um_fio_-_Frases,86,em,\e~j~\.\dZ\\i\.\a~\.\tS\\i\,Por_um_fio_-_Frases,86,em,\e~j~\'\dZ\\i\.\a~\.\tS\\i\
Por_um_fio_-_Frases,86,o,\d\\o\.\e~\.\tS\\i\,Por_um_fio_-_Frases,86,o,\d\\o\'\e~\.\tS\\i\
Por_um_fio_-_Frases,86,doente,\a\'\s\\u~\.\m\\i\\u\,Por_um_fio_-_Frases,86,doente,\a\.\s\\u~\'\m\\i\\u\
Por_um_fio_-_Frases,86,o,\k\\o~\.\t\\r\\o\\l\\i\,Por_um_fio_-_Frases,86,o,\k\\o~\'\t\\r\\o\\l\\i\
Por_um_fio_-_Frases,86,de,\t\\u\.\d\\u\\pau\,Por_um_fio_-_Frases,86,de,'\t\\u\.\d\\u\\pau\
Por_um_fio_-_Frases,86,vinha,'\s\\o\.\z\\i~\.\J\\u\,Por_um_fio_-_Frases,86,vinha,\s\\o\'\z\\i~\.\J\\u\
Por_um_fio_-_Frases,86,sozinho,\p\\a\'\r\\a\,Por_um_fio_-_Frases,86,sozinho,'\p\\a\.\r\\a\
Por_um_fio_-_Frases,86,para,'\a\\js\,Por_um_fio_-_Frases,86,para,\a\\js\
Por_um_fio_-_Frases,86,as,\k\\o~\.\s\\u\\w\.\t\\a\\js\\pau\,Por_um_fio_-_Frases,86,as,\k\\o~\'\s\\u\\w\.\t\\a\\js\\pau\
Por_um_fio_-_Frases,86,o,\s\\O\.\r\\u\,Por_um_fio_-_Frases,86,o,'\s\\O\.\r\\u\
Por_um_fio_-_Frases,86,soro,'\k\\o~\,Por_um_fio_-_Frases,86,soro,\k\\o~\
Por_um_fio_-_Frases,86,com,\k\\i~\.\m\\i\\o\.\t\\e\.\r\\a\.\p\\i\.\k\\u\\z\,Por_um_fio_-_Frases,86,com,\k\\i~\.\m\\i\\o\.\t\\e\'\r\\a\.\p\\i\.\k\\u\\z\
Por_um_fio_-_Frases,86,ia,\e~\.\b\\O\.\r\\a\,Por_um_fio_-_Frases,86,ia,\e~\'\b\\O\.\r\\a\
Por_um_fio_-_Frases,86,o,\m\\o\.\t\\o\.\r\\i\\s\.\t\\a\,Por_um_fio_-_Frases,86,o,\m\\o\.\t\\o\'\r\\i\\s\.\t\\a\
Por_um_fio_-_Frases,88,peso,\p\\e\.\s\\u\,Por_um_fio_-_Frases,88,peso,'\p\\e\.\s\\u\
Por_um_fio_-_Frases,88,perdido,'\p\\e\\R\.\dZ\\i\.\d\\u\,Por_um_fio_-_Frases,88,perdido,\p\\e\\R\'\dZ\\i\.\d\\u\
Por_um_fio_-_Frases,88,pode,\p\\O\.\dZ\\i\,Por_um_fio_-_Frases,88,pode,'\p\\O\.\dZ\\i\
Por_um_fio_-_Frases,88,voltar,'\v\\o\\w\.\t\\a\\r\,Por_um_fio_-_Frases,88,voltar,\v\\o\\w\'\t\\a\\r\
Por_um_fio_-_Frases,88,cuidar,'\k\\u\\i\.\d\\a\\R\,Por_um_fio_-_Frases,88,cuidar,\k\\u\\i\'\d\\a\\R\
Por_um_fio_-_Frases,88,seus,\s\\e\.\u\\s\,Por_um_fio_-_Frases,88,seus,'\s\\e\.\u\\s\
Por_um_fio_-_Frases,88,negócios.,'\n\\e\.\g\\O\\s\\i\\u\\s\,Por_um_fio_-_Frases,88,negócios.,\n\\e\'\g\\O\\s\\i\\u\\s\
Por_um_fio_-_Frases,90,ela,\E\.\l\\a\,Por_um_fio_-_Frases,90,ela,'\E\.\l\\a\
Por_um_fio_-_Frases,91,anteriores.,\a~\.\t\\e\'\r\\i\.\o\.\r\\i\\s\,Por_um_fio_-_Frases,91,anteriores.,\a~\.\t\\e\.\r\\i\'\o\.\r\\i\\s\
Por_um_fio_-_Frases,94,em,\e~j~\.\p\\a\.\s\\a\\r\,Por_um_fio_-_Frases,94,em,\e~j~\'\p\\a\.\s\\a\\r\
Por_um_fio_-_Frases,94,alguns,\dZ\\i\'\a\\js\,Por_um_fio_-_Frases,94,alguns,'\dZ\\i\.\a\\js\
Por_um_fio_-_Frases,94,dias,'\n\\u\,Por_um_fio_-_Frases,94,dias,\n\\u\
Por_um_fio_-_Frases,94,no,\p\\a~\.\t\\a\.\n\\a\\w\\pau\,Por_um_fio_-_Frases,94,no,\p\\a~\.\t\\a\'\n\\a\\w\\pau\
Por_um_fio_-_Frases,94,mas,\n\\a~\\w~\,Por_um_fio_-_Frases,94,mas,'\n\\a~\\w~\
Por_um_fio_-_Frases,94,não,'\f\\a\.\z\\i\.\a\,Por_um_fio_-_Frases,94,não,\f\\a\'\z\\i\.\a\
Por_um_fio_-_Frases,94,sentido,\i~\'\t\\e\.\R\\o~\.\p\\e\\X\,Por_um_fio_-_Frases,94,sentido,\i~\.\t\\e\.\R\\o~\'\p\\e\\X\
Por_um_fio_-_Frases,94,por,\m\\u\\j~\.\t\\u\,Por_um_fio_-_Frases,94,por,'\m\\u\\j~\.\t\\u\
Por_um_fio_-_Frases,94,tempo,'\u\,Por_um_fio_-_Frases,94,tempo,\u\
Por_um_fio_-_Frases,94,o,\t\\r\\a\.\t\\a\.\m\\e~\.\t\\u\,Por_um_fio_-_Frases,94,o,\t\\r\\a\.\t\\a\'\m\\e~\.\t\\u\
Por_um_fio_-_Frases,94,que,\t\\a~\.\t\\u\,Por_um_fio_-_Frases,94,que,'\t\\a~\.\t\\u\
Por_um_fio_-_Frases,94,tanto,'\b\\e\.\n\\e\.\f\\i\\s\\i\\u\,Por_um_fio_-_Frases,94,tanto,\b\\e\.\n\\e\'\f\\i\\s\\i\\u\
Por_um_fio_-_Frases,94,benefício,\a\.\v\\i\'\a\,Por_um_fio_-_Frases,94,benefício,\a\'\v\\i\.\a\
Por_um_fio_-_Frases,94,lhe,\t\\r\\a\.\z\\i\.\d\\u\,Por_um_fio_-_Frases,94,lhe,\t\\r\\a\'\z\\i\.\d\\u\
Por_um_fio_-_Frases,95,de,\s\\e\.\t\\e~\.\t\\a\,Por_um_fio_-_Frases,95,de,\s\\e\'\t\\e~\.\t\\a\
Por_um_fio_-_Frases,95,e,\s\\E\.\tS\\i\,Por_um_fio_-_Frases,95,e,'\s\\E\.\tS\\i\
Por_um_fio_-_Frases,95,anos,'\k\\o~\,Por_um_fio_-_Frases,95,anos,\k\\o~\
Por_um_fio_-_Frases,95,com,\k\\a~\.\s\\e\\R\,Por_um_fio_-_Frases,95,com,'\k\\a~\.\s\\e\\R\
Por_um_fio_-_Frases,95,câncer,'\dZ\\i\,Por_um_fio_-_Frases,95,câncer,\dZ\\i\
Por_um_fio_-_Frases,95,de,\e\\s\.\t\\o\\m\\a\.\g\\u\,Por_um_fio_-_Frases,95,de,\e\\s\'\t\\o\\m\\a\.\g\\u\
Por_um_fio_-_Frases,99,sem,\s\\e~j~\.\t\\r\\a\.\t\\a\.\m\\e~\.\t\\u\,Por_um_fio_-_Frases,99,sem,\s\\e~j~\.\t\\r\\a\'\t\\a\.\m\\e~\.\t\\u\
Por_um_fio_-_Frases,100,o,\p\\r\\o\.\b\\l\\e~\.\m\\a\\pau\,Por_um_fio_-_Frases,100,o,\p\\r\\o\'\b\\l\\e~\.\m\\a\\pau\
Por_um_fio_-_Frases,100,é,\i\.\t\\a\.\l\\i\.\a~\.\n\\u\,Por_um_fio_-_Frases,100,é,\i\.\t\\a\.\l\\i\'\a~\.\n\\u\
Por_um_fio_-_Frases,100,um,\t\\e\\i~\.\m\\o\.\z\\u\\pau\,Por_um_fio_-_Frases,100,um,\t\\e\\i~\'\m\\o\.\z\\u\\pau\
Por_um_fio_-_Frases,100,italiano,\d\\o\.\m\\i~\'\n\\a\.\d\\o\\X\\pau\,Por_um_fio_-_Frases,100,italiano,\d\\o\.\m\\i~\.\n\\a\'\d\\o\\X\\pau\
Por_um_fio_-_Frases,100,"teimoso,",\n\\a~\\w~\,Por_um_fio_-_Frases,100,"teimoso,",'\n\\a~\\w~\
