,level_1,grapheme,phoneme,filename
6564,152,narrarei,\n\\a\.\R\\a\'\r\\ej\,A_Hora_da_Estrela_-_Frases
6564,152,meloso?,\m\\e\'\l\\o\.\z\\u\,A_Hora_da_Estrela_-_Frases
6565,153,Tem,\t\\e~j~\.\t\\e~\.\d\\e~\.\s\\i\\a\,A_Hora_da_Estrela_-_Frases
6565,153,tendência,\m\\a\\js\,A_Hora_da_Estrela_-_Frases
6565,153,mas,\e~\.\t\\a~\\w~\,A_Hora_da_Estrela_-_Frases
6565,153,então,\a\'\g\\O\.\r\\a\,A_Hora_da_Estrela_-_Frases
6565,153,agora,\m\\e\\z\'\m\\u\,A_Hora_da_Estrela_-_Frases
6565,153,mesmo,'\s\\e\.\k\\u\,A_Hora_da_Estrela_-_Frases
6565,153,seco,'\i\,A_Hora_da_Estrela_-_Frases
6565,153,e,\e~\.\d\\u\.\r\\e\.\s\\u\,A_Hora_da_Estrela_-_Frases
6565,153,endureço,\t\\u\.\d\\u\,A_Hora_da_Estrela_-_Frases
6566,154,pede,'\p\\E\.\dZ\\i\,A_Hora_da_Estrela_-_Frases
6566,154,implora,\i~\'\p\\l\\O\.\r\\a\,A_Hora_da_Estrela_-_Frases
6566,154,socorro:,\s\\o\'\k\\o\.\R\\u\\pau\,A_Hora_da_Estrela_-_Frases
6566,154,agüenta-se,\a\'\g\\w\\e~\.\t\\a\,A_Hora_da_Estrela_-_Frases
6566,154,chamada,'\s\\u\.\a\,A_Hora_da_Estrela_-_Frases
6566,154,dor,\S\\a\'\m\\a\.\d\\a\,A_Hora_da_Estrela_-_Frases
6566,154,com,'\d\\o\\X\,A_Hora_da_Estrela_-_Frases
6566,154,dignidade,\u~\.\m\\a\,A_Hora_da_Estrela_-_Frases
6566,154,de,\dZ\\i\\g\.\n\\i\'\d\\a\.\dZ\\i\,A_Hora_da_Estrela_-_Frases
6566,154,barão.,\dZ\\i\,A_Hora_da_Estrela_-_Frases
6566,154,,\b\\a\'\r\\a~\\w~\,A_Hora_da_Estrela_-_Frases
6567,155,É.,\E\,A_Hora_da_Estrela_-_Frases
6568,156,mudando,\m\\u\'\d\\a~\.\d\\u\,A_Hora_da_Estrela_-_Frases
6568,156,escrever.,\e\\s\.\k\\r\\e\'\v\\e\\X\,A_Hora_da_Estrela_-_Frases
6569,157,só,'\s\\O\\e\\s\.\k\\r\\e\.\v\\u\,A_Hora_da_Estrela_-_Frases
6569,157,que,\k\\E\.\r\\u\\pau\,A_Hora_da_Estrela_-_Frases
6569,157,"quero,",'\n\\a~\\w~\,A_Hora_da_Estrela_-_Frases
6569,157,não,'\s\\ow\,A_Hora_da_Estrela_-_Frases
6569,157,sou,'\u~\,A_Hora_da_Estrela_-_Frases
6569,157,um,\p\\r\\o\.\f\\i\.\s\\i\.\o\.\n\\a\\w\\pau\,A_Hora_da_Estrela_-_Frases
6569,157,"profissional,",\i\,A_Hora_da_Estrela_-_Frases
6569,157,e,\p\\r\\e\.\s\\i\.\z\\u\,A_Hora_da_Estrela_-_Frases
6569,157,preciso,\f\\a\'\l\\a\\R\,A_Hora_da_Estrela_-_Frases
6569,157,falar,\d\\E\'\s\\a\,A_Hora_da_Estrela_-_Frases
6569,157,dessa,'\n\\o\\R\.\d\\e\\s\.\tS\\i~\.\n\\a\,A_Hora_da_Estrela_-_Frases
6569,157,nordestina,\s\\e\.\n\\a~\\w~\,A_Hora_da_Estrela_-_Frases
6569,157,senão,\s\\u\'\f\\o\\k\\u\,A_Hora_da_Estrela_-_Frases
6569,157,sufoco.,,A_Hora_da_Estrela_-_Frases
6570,158,acusa,\a\'\k\\u\.\z\\a\,A_Hora_da_Estrela_-_Frases
6570,158,sobre,'\E\.\l\\a\,A_Hora_da_Estrela_-_Frases
6571,159,em,\e~j~\.\t\\r\\a\.\s\\u\\s\,A_Hora_da_Estrela_-_Frases
6571,159,traços,'\v\\i\.\v\\u\\z\,A_Hora_da_Estrela_-_Frases
6571,159,vivos,'\i\,A_Hora_da_Estrela_-_Frases
6571,159,e,\R\\i\\s\.\p\\i\.\d\\u\\s\,A_Hora_da_Estrela_-_Frases
6571,159,ríspidos,'\dZ\\i\,A_Hora_da_Estrela_-_Frases
6571,159,de,\p\\i~\.\t\\u\.\r\\a\,A_Hora_da_Estrela_-_Frases
6572,160,fossem,'\f\\O\.\s\\e~j~\.\a\\js\,A_Hora_da_Estrela_-_Frases
6572,160,as,\i\.\R\\e\.\m\\e\.\dZ\\i\.\a\.\v\\e\\j\\s\,A_Hora_da_Estrela_-_Frases
6572,160,irremediáveis,\p\\E\.\d\\r\\a\\js\,A_Hora_da_Estrela_-_Frases
6572,160,pedras,'\dZ\\i\,A_Hora_da_Estrela_-_Frases
6572,160,que,\f\\a\.\l\\ej\,A_Hora_da_Estrela_-_Frases
6572,160,falei.,,A_Hora_da_Estrela_-_Frases
6573,161,animar,\a\.\n\\i~\'\m\\a\\X\,A_Hora_da_Estrela_-_Frases
6573,161,sinos,'\s\\i~\.\n\\u\\s\,A_Hora_da_Estrela_-_Frases
6573,161,badalem,\b\\a\'\d\\a\.\l\\e~j~\.\e~\.\k\\u\\a~\.\t\\u\,A_Hora_da_Estrela_-_Frases
6573,161,enquanto,\a\'\dZ\\i\.\v\\i~\.\J\\u\,A_Hora_da_Estrela_-_Frases
6573,161,adivinho,\a\,A_Hora_da_Estrela_-_Frases
6573,161,a,\R\\e\.\a\.\l\\i\.\d\\a\.\dZ\\i\,A_Hora_da_Estrela_-_Frases
6574,162,anjos,'\a~\.\Z\\u\\z\,A_Hora_da_Estrela_-_Frases
6574,162,esvoacem,\e\\z\.\v\\o\'\a\.\s\\e~j~\.\e~j~\.\v\\E\\s\.\p\\a\\js\,A_Hora_da_Estrela_-_Frases
6574,162,em,\t\\r\\a~\\s\.\p\\a\.\r\\e~\.\tS\\i\\z\,A_Hora_da_Estrela_-_Frases
6574,162,vespas,'\e~j~\.\t\\o\\R\.\n\\u\,A_Hora_da_Estrela_-_Frases
6574,162,transparentes,\dZ\\i\,A_Hora_da_Estrela_-_Frases
6574,162,em,\m\\i~\.\J\\a\,A_Hora_da_Estrela_-_Frases
6574,162,torno,'\k\\a\.\b\\e\.\s\\a\,A_Hora_da_Estrela_-_Frases
6574,162,de,\k\\e~\.\tS\\i\,A_Hora_da_Estrela_-_Frases
6574,162,minha,'\p\\o\\X\.\k\\i\,A_Hora_da_Estrela_-_Frases
6574,162,cabeça,\E\\s\'\t\\a\,A_Hora_da_Estrela_-_Frases
6574,162,quente,'\k\\e\\r\,A_Hora_da_Estrela_-_Frases
6574,162,porque,\e~\'\f\\i~\,A_Hora_da_Estrela_-_Frases
6574,162,esta,'\s\\i\,A_Hora_da_Estrela_-_Frases
6574,162,quer,'\t\\r\\a~\\s\.\f\\o\\R\.\m\\a\\r\,A_Hora_da_Estrela_-_Frases
6574,162,enfim,\e~j~\'\o\\b\.\Z\\E\.\t\\u\,A_Hora_da_Estrela_-_Frases
6574,162,se,\k\\o\\j\.\z\\a\\pau\,A_Hora_da_Estrela_-_Frases
6574,162,transformar,\E\\m\\a\\j\\s\,A_Hora_da_Estrela_-_Frases
6574,162,em,\f\\a\.\s\\i\\w\,A_Hora_da_Estrela_-_Frases
6574,162,"objeto-coisa,",,A_Hora_da_Estrela_-_Frases
6574,162,fácil.,,A_Hora_da_Estrela_-_Frases
6575,163,ultrapassa,\u\\w\.\t\\r\\a\'\p\\a\.\s\\a\,A_Hora_da_Estrela_-_Frases
6575,163,palavra?,\p\\a\'\l\\a\.\v\\r\\a\,A_Hora_da_Estrela_-_Frases
6576,164,"escrever,",\e\\s\.\k\\r\\e\'\v\\e\\X\\pau\,A_Hora_da_Estrela_-_Frases
6577,165,palavra.,,A_Hora_da_Estrela_-_Frases
6578,166,inventa-se-a.,\i~\'\v\\e~\.\t\\a\,A_Hora_da_Estrela_-_Frases
6579,167,vosso,'\v\\O\.\s\\u\,A_Hora_da_Estrela_-_Frases
6579,167,inventar.,\i~\.\v\\e~\'\t\\a\\X\,A_Hora_da_Estrela_-_Frases
6580,168,escrevo?,\e\\s\'\k\\r\\e\.\v\\u\,A_Hora_da_Estrela_-_Frases
6581,169,captei,\k\\a\\p\'\t\\ej\,A_Hora_da_Estrela_-_Frases
6581,169,faz,'\k\\o~\.\t\\e\.\u\\d\\u\,A_Hora_da_Estrela_-_Frases
6581,169,conteúdo.,,A_Hora_da_Estrela_-_Frases
6582,170,nordestina,\n\\o\\R\.\d\\e\\s\'\tS\\i~\.\n\\a\,A_Hora_da_Estrela_-_Frases
6582,170,requerimentos,\R\\e\.\k\\e\.\r\\i~\'\m\\e~\.\t\\u\\z\,A_Hora_da_Estrela_-_Frases
6582,170,"oficiais,",\o\.\f\\i\.\s\\i\'\a\\j\\s\\pau\,A_Hora_da_Estrela_-_Frases
6583,171,solidão.,\s\\o\.\l\\i\'\d\\a~\\w~\,A_Hora_da_Estrela_-_Frases
6584,172,de,\S\\u\.\v\\a\\js\,A_Hora_da_Estrela_-_Frases
6584,172,chuvas,'\t\\e~\.\p\\e\\s\.\tS\\i\.\v\\a\\js\,A_Hora_da_Estrela_-_Frases
6584,172,tempestivas,\n\\e~j~\.\d\\a\\js\,A_Hora_da_Estrela_-_Frases
6584,172,nem,\g\\r\\a~\.\dZ\\i\\s\,A_Hora_da_Estrela_-_Frases
6584,172,das,\v\\e~\.\t\\a\.\n\\i\.\a\\js\,A_Hora_da_Estrela_-_Frases
6584,172,grandes,'\s\\O\\w\.\t\\a\\js\\pau\,A_Hora_da_Estrela_-_Frases
6584,172,ventanias,\p\\o\\j\\z\,A_Hora_da_Estrela_-_Frases
6584,172,"soltas,",'\e\\u\,A_Hora_da_Estrela_-_Frases
6584,172,pois,'\t\\a~\.\b\\e~j~\,A_Hora_da_Estrela_-_Frases
6584,172,também,\O\\e\\s\'\k\\u\.\r\\u\,A_Hora_da_Estrela_-_Frases
6584,172,sou,'\d\\a\,A_Hora_da_Estrela_-_Frases
6584,172,ó,\n\\o\\j\.\tS\\i\,A_Hora_da_Estrela_-_Frases
6584,172,escuro,,A_Hora_da_Estrela_-_Frases
6585,173,agüente,\a\'\g\\w\\e~\.\tS\\i\,A_Hora_da_Estrela_-_Frases
6585,173,bem,\b\\e~j~\.\ow\.\v\\i\\r\,A_Hora_da_Estrela_-_Frases
6585,173,ouvir,\u~\,A_Hora_da_Estrela_-_Frases
6585,173,um,\a\.\s\\o\.\v\\i\.\u\,A_Hora_da_Estrela_-_Frases
6585,173,assovio,\n\\u\,A_Hora_da_Estrela_-_Frases
6585,173,no,\e\\s\.\k\\u\.\r\\u\\pau\,A_Hora_da_Estrela_-_Frases
6585,173,"escuro,",\i\,A_Hora_da_Estrela_-_Frases
6585,173,e,\p\\a\.\s\\u\\s\,A_Hora_da_Estrela_-_Frases
6586,174,Escuridão?,\e\\s\.\k\\u\.\r\\i\'\d\\a~\\w~\,A_Hora_da_Estrela_-_Frases
6587,175,lembro-me,'\l\\e~\.\b\\r\\u\,A_Hora_da_Estrela_-_Frases
6587,175,namorada:,\u~\.\m\\a\,A_Hora_da_Estrela_-_Frases
6587,175,era,\n\\a\.\m\\o\'\r\\a\.\d\\a\\pau\,A_Hora_da_Estrela_-_Frases
6587,175,moça-mulher,'\e\.\r\\a\,A_Hora_da_Estrela_-_Frases
6587,175,e,'\m\\O\.\s\\a\,A_Hora_da_Estrela_-_Frases
6587,175,que,\m\\u\'\L\\e\\r\,A_Hora_da_Estrela_-_Frases
6587,175,escuridão,\i\,A_Hora_da_Estrela_-_Frases
6587,175,dentro,\k\\i\,A_Hora_da_Estrela_-_Frases
6587,175,de,\e\\s\.\k\\u\.\r\\i\'\d\\a~\\w~\,A_Hora_da_Estrela_-_Frases
6587,175,seu,'\d\\e~\.\t\\r\\u\,A_Hora_da_Estrela_-_Frases
6587,175,corpo.,\dZ\\i\,A_Hora_da_Estrela_-_Frases
6587,175,,'\s\\e\\u\,A_Hora_da_Estrela_-_Frases
6587,175,,'\k\\O\\X\.\p\\u\,A_Hora_da_Estrela_-_Frases
6588,176,esqueci:,\e\\s\.\k\\e\'\s\\i\\pau\,A_Hora_da_Estrela_-_Frases
6588,176,esquece,\e\\s\'\k\\E\.\s\\i\,A_Hora_da_Estrela_-_Frases
6588,176,dormiu.,\d\\o\\R\'\m\\i\\u\,A_Hora_da_Estrela_-_Frases
6589,177,tatuado,\t\\a\.\t\\u\'\a\.\d\\u\,A_Hora_da_Estrela_-_Frases
6589,177,em,\e~j~\.\m\\a\\X\.\k\\a\,A_Hora_da_Estrela_-_Frases
6589,177,marca,'\dZ\\i\,A_Hora_da_Estrela_-_Frases
6589,177,fogo,'\n\\a\,A_Hora_da_Estrela_-_Frases
6589,177,na,\k\\a\\R\.\n\\i\,A_Hora_da_Estrela_-_Frases
6589,177,carne,'\v\\i\.\v\\a\,A_Hora_da_Estrela_-_Frases
6589,177,viva,'\i\,A_Hora_da_Estrela_-_Frases
6589,177,que,\p\\e\\X\.\s\\E\.\b\\e~j~\.\u\,A_Hora_da_Estrela_-_Frases
6589,177,percebem,\e\\s\'\tS\\i\\g\.\m\\a\,A_Hora_da_Estrela_-_Frases
6589,177,o,\f\\O\.\Z\\e~j~\.\k\\o~\,A_Hora_da_Estrela_-_Frases
6589,177,estigma,\o\'\R\\o\\X\,A_Hora_da_Estrela_-_Frases
6589,177,fogem,,A_Hora_da_Estrela_-_Frases
6589,177,horror.,,A_Hora_da_Estrela_-_Frases
6590,178,nordestina.,\n\\o\\R\.\d\\e\\s\'\tS\\i~\.\n\\a\,A_Hora_da_Estrela_-_Frases
6591,179,seguinte:,\E\'\l\\a\,A_Hora_da_Estrela_-_Frases
6591,179,ela,'\k\\o~\.\m\\u\,A_Hora_da_Estrela_-_Frases
6591,179,uma,\k\\a\.\d\\E\.\l\\a\,A_Hora_da_Estrela_-_Frases
6591,179,cadela,\v\\a\'\dZ\\i\.\a\,A_Hora_da_Estrela_-_Frases
6591,179,vadia,\e\'\r\\a\,A_Hora_da_Estrela_-_Frases
6591,179,era,'\t\\e\.\l\\e\.\g\\i\.\a\.\d\\a\,A_Hora_da_Estrela_-_Frases
6591,179,teleguiada,\e\\s\.\k\\l\\u\.\z\\i\'\v\\a\.\m\\e~\.\tS\\i\,A_Hora_da_Estrela_-_Frases
6591,179,exclusivamente,\p\\o\\X\,A_Hora_da_Estrela_-_Frases
6591,179,si,\m\\e\\z\.\m\\a\,A_Hora_da_Estrela_-_Frases
6592,180,reduzira-se,\R\\e\.\d\\u\'\z\\i\.\r\\a\,A_Hora_da_Estrela_-_Frases
6592,180,si.,\a\,A_Hora_da_Estrela_-_Frases
6593,181,em,\e~j~\.\f\\r\\a\.\k\\a\.\s\\u\\pau\,A_Hora_da_Estrela_-_Frases
6593,181,"fracasso,",\m\\i\,A_Hora_da_Estrela_-_Frases
6593,181,me,\R\\e\.\d\\u\.\z\\i\,A_Hora_da_Estrela_-_Frases
6593,181,reduzi,\a\,A_Hora_da_Estrela_-_Frases
6593,181,mim,'\m\\a\\js\,A_Hora_da_Estrela_-_Frases
6593,181,mas,\p\\e\.\l\\u\,A_Hora_da_Estrela_-_Frases
6593,181,menos,'\k\\E\.\r\\u\,A_Hora_da_Estrela_-_Frases
6593,181,quero,'\e~\.\k\\o~\.\t\\r\\a\\r\,A_Hora_da_Estrela_-_Frases
6593,181,seu,'\d\\e\.\u\\s\,A_Hora_da_Estrela_-_Frases
6594,182,"acrescentar,",\a\.\k\\r\\e\\s\\e~\.\t\\a\\X\\pau\,A_Hora_da_Estrela_-_Frases
6594,182,jovem,'\Z\\O\.\v\\e~j~\.\i\,A_Hora_da_Estrela_-_Frases
6594,182,sobre,'\m\\i~\\pau\,A_Hora_da_Estrela_-_Frases
6594,182,que,\v\\i\.\v\\e~\.\m\\u\\z\,A_Hora_da_Estrela_-_Frases
6594,182,vivemos,\e\\s\'\k\\l\\u\.\z\\i\.\v\\a\.\m\\e~\.\tS\\i\,A_Hora_da_Estrela_-_Frases
6594,182,exclusivamente,\n\\u\,A_Hora_da_Estrela_-_Frases
6594,182,presente,\p\\o\\j\\s\,A_Hora_da_Estrela_-_Frases
6594,182,pois,'\s\\e~\.\p\\r\\i\,A_Hora_da_Estrela_-_Frases
6594,182,sempre,'\i\,A_Hora_da_Estrela_-_Frases
6594,182,e,\e\.\t\\e\\R\.\n\\a\.\m\\e~\.\tS\\i\,A_Hora_da_Estrela_-_Frases
6594,182,eternamente,\E\\u\,A_Hora_da_Estrela_-_Frases
6594,182,dia,'\O\.\Z\\i\\pau\,A_Hora_da_Estrela_-_Frases
6594,182,"hoje,",'\u\,A_Hora_da_Estrela_-_Frases
6594,182,e,\dZ\\i\.\a\,A_Hora_da_Estrela_-_Frases
6594,182,dia,'\a\.\m\\a\.\J\\a~\,A_Hora_da_Estrela_-_Frases
6594,182,de,\s\\e\.\r\\a\,A_Hora_da_Estrela_-_Frases
6594,182,amanhã,\u~\,A_Hora_da_Estrela_-_Frases
6594,182,será,\O\'\Z\\i\\pau\,A_Hora_da_Estrela_-_Frases
6594,182,"hoje,",'\e\.\t\\e\\R\.\n\\i\.\d\\a\.\dZ\\i\,A_Hora_da_Estrela_-_Frases
6594,182,a,\E\\u\,A_Hora_da_Estrela_-_Frases
6594,182,eternidade,\e\\s\.\t\\a\.\d\\u\,A_Hora_da_Estrela_-_Frases
6594,182,é,\d\\a\\js\,A_Hora_da_Estrela_-_Frases
6594,182,o,\k\\o\\j\.\z\\a\\js\,A_Hora_da_Estrela_-_Frases
6594,182,estado,\n\\e\\s\'\tS\\i\,A_Hora_da_Estrela_-_Frases
6594,182,das,\m\\o\.\m\\e~\.\t\\u\,A_Hora_da_Estrela_-_Frases
6594,182,neste,,A_Hora_da_Estrela_-_Frases
6595,183,eis,'\ej\\s\,A_Hora_da_Estrela_-_Frases
6595,183,receoso,\R\\e\'\s\\e\.\o\.\z\\u\,A_Hora_da_Estrela_-_Frases
6595,183,pus,'\p\\u\\js\,A_Hora_da_Estrela_-_Frases
6597,185,Verifico,\v\\e\.\r\\i\'\f\\i\.\k\\u\,A_Hora_da_Estrela_-_Frases
6598,186,Antecedentes,\a~\.\t\\e\.\s\\e\'\d\\e~\.\tS\\i\\s\,A_Hora_da_Estrela_-_Frases
6598,186,escrever?,\e\\s\.\k\\r\\e\'\v\\e\\X\,A_Hora_da_Estrela_-_Frases
6599,187,que,\t\\e~j~\.\m\\a\\j\\s\,A_Hora_da_Estrela_-_Frases
6599,187,tem,\dZ\\i~\.\J\\ej\.\r\\u\,A_Hora_da_Estrela_-_Frases
6599,187,os,\p\\a\.\s\\a~\\w~\,A_Hora_da_Estrela_-_Frases
6599,187,que,\f\\o~\.\m\\i\\pau\,A_Hora_da_Estrela_-_Frases
6599,187,passam,'\u\,A_Hora_da_Estrela_-_Frases
6599,187,"fome,",'\k\\i\,A_Hora_da_Estrela_-_Frases
6599,187,o,\f\\a\\z\,A_Hora_da_Estrela_-_Frases
6599,187,faz,'\m\\i~\,A_Hora_da_Estrela_-_Frases
6599,187,mim,'\a\\w\.\g\\u~\,A_Hora_da_Estrela_-_Frases
6599,187,algum,\u~\,A_Hora_da_Estrela_-_Frases
6599,187,modo,'\d\\e\.\z\\o\.\n\\E\\s\.\t\\u\,A_Hora_da_Estrela_-_Frases
6599,187,desonesto.,,A_Hora_da_Estrela_-_Frases
6600,188,só,'\s\\O\\m\\i~\.\t\\u\,A_Hora_da_Estrela_-_Frases
6600,188,minto,'\n\\a\,A_Hora_da_Estrela_-_Frases
6600,188,hora,'\e\.\z\\a\.\t\\a\,A_Hora_da_Estrela_-_Frases
6600,188,exata,\d\\a\,A_Hora_da_Estrela_-_Frases
6600,188,da,\m\\e~\.\tS\\i\.\r\\a\,A_Hora_da_Estrela_-_Frases
6600,188,mentira.,,A_Hora_da_Estrela_-_Frases
6601,189,minto.,'\m\\i~\.\t\\u\,A_Hora_da_Estrela_-_Frases
6603,191,"social,",\s\\o\.\s\\i\'\a\\w\\pau\,A_Hora_da_Estrela_-_Frases
6603,191,marginalizado,\m\\a\\R\.\Z\\i~\.\n\\a\.\l\\i\'\z\\a\.\d\\u\,A_Hora_da_Estrela_-_Frases
6604,192,tem,\t\\e~j~\.\k\\o~\.\m\\u\,A_Hora_da_Estrela_-_Frases
6604,192,um,\m\\o~\\s\.\t\\r\\u\,A_Hora_da_Estrela_-_Frases
6604,192,monstro,'\e\\s\.\k\\i\.\z\\i\.\t\\u\\pau\,A_Hora_da_Estrela_-_Frases
6604,192,"esquisito,",\a\,A_Hora_da_Estrela_-_Frases
6604,192,a,\m\\E\\dZ\\i\\a\,A_Hora_da_Estrela_-_Frases
6604,192,média,'\k\\o~\,A_Hora_da_Estrela_-_Frases
6604,192,com,\d\\e\\s\.\k\\o~\.\f\\i\.\a~\.\s\\a\,A_Hora_da_Estrela_-_Frases
6604,192,desconfiança,\dZ\\i\,A_Hora_da_Estrela_-_Frases
6604,192,eu,\p\\O\.\s\\a\\pau\,A_Hora_da_Estrela_-_Frases
6604,192,possa,'\a\,A_Hora_da_Estrela_-_Frases
6604,192,"desequilibrá-la,",\k\\l\\a\.\s\\i\,A_Hora_da_Estrela_-_Frases
6604,192,a,'\b\\a\\j\.\S\\a\,A_Hora_da_Estrela_-_Frases
6604,192,classe,'\n\\u~\.\k\\a\,A_Hora_da_Estrela_-_Frases
6604,192,baixa,'\v\\e~j~\.\a\,A_Hora_da_Estrela_-_Frases
6604,192,nunca,\m\\i~\,A_Hora_da_Estrela_-_Frases
6604,192,vem,,A_Hora_da_Estrela_-_Frases
6605,193,fácil,'\e\\s\.\k\\r\\e\.\v\\e\\X\,A_Hora_da_Estrela_-_Frases
6606,194,É,\E\\d\\u\.\r\\u\,A_Hora_da_Estrela_-_Frases
6606,194,duro,'\k\\o~\.\m\\u\,A_Hora_da_Estrela_-_Frases
6606,194,como,'\k\\e\.\b\\r\\a\\R\\O\.\S\\a\\js\,A_Hora_da_Estrela_-_Frases
6606,194,quebrar,,A_Hora_da_Estrela_-_Frases
6606,194,rochas.,,A_Hora_da_Estrela_-_Frases
6607,195,voam,'\v\\o\.\a~\\w~\,A_Hora_da_Estrela_-_Frases
6607,195,faíscas,\f\\a\'\i\\s\.\k\\a\\js\,A_Hora_da_Estrela_-_Frases
6607,195,aços,'\a\.\s\\u\\z\,A_Hora_da_Estrela_-_Frases
6607,195,espelhados.,\e\\s\.\p\\e\'\L\\a\.\d\\u\\s\,A_Hora_da_Estrela_-_Frases
6608,196,Ah,\a\\k\\i\,A_Hora_da_Estrela_-_Frases
6608,196,que,\m\\e\.\d\\u\,A_Hora_da_Estrela_-_Frases
6608,196,de,\k\\o\.\m\\e\.\s\\a\\r\,A_Hora_da_Estrela_-_Frases
6608,196,começar,\i\,A_Hora_da_Estrela_-_Frases
6608,196,ainda,\n\\e~j~\'\s\\e\.\k\\e\\X\,A_Hora_da_Estrela_-_Frases
6608,196,nem,\s\\ej\,A_Hora_da_Estrela_-_Frases
6608,196,sequer,\u\,A_Hora_da_Estrela_-_Frases
6608,196,sei,'\n\\o~\.\m\\i\,A_Hora_da_Estrela_-_Frases
6608,196,nome,'\m\\O\.\s\\a\,A_Hora_da_Estrela_-_Frases
6609,197,história,\m\\i\,A_Hora_da_Estrela_-_Frases
6609,197,me,\d\\e\.\z\\e\\s\.\p\\E\.\r\\a\,A_Hora_da_Estrela_-_Frases
6609,197,desespera,\p\\o\\X\,A_Hora_da_Estrela_-_Frases
6609,197,por,\s\\e\\X\,A_Hora_da_Estrela_-_Frases
6609,197,ser,'\s\\i~\.\p\\l\\i\\s\,A_Hora_da_Estrela_-_Frases
6609,197,simples,'\d\\e\.\m\\a\\j\\s\,A_Hora_da_Estrela_-_Frases
6611,199,elaboração,\e\.\l\\a\.\b\\o\.\r\\a\'\s\\a~\\w~\,A_Hora_da_Estrela_-_Frases
6611,199,difícil.,,A_Hora_da_Estrela_-_Frases
6612,200,nítido,'\n\\i\\tS\\i\.\d\\u\,A_Hora_da_Estrela_-_Frases
6612,200,vejo.,'\v\\e\.\Z\\u\,A_Hora_da_Estrela_-_Frases
6613,201,duros,'\d\\u\.\r\\u\\z\,A_Hora_da_Estrela_-_Frases
6613,201,enlameados,\e~\.\l\\a\.\m\\e\'\a\.\d\\u\\z\,A_Hora_da_Estrela_-_Frases
6613,201,apalpar,\a\.\p\\a\\w\'\p\\a\\r\,A_Hora_da_Estrela_-_Frases
6613,201,invisível,\i~\.\v\\i\'\z\\i\\v\\e\\w\,A_Hora_da_Estrela_-_Frases
6613,201,lama.,'\l\\a~\.\m\\a\,A_Hora_da_Estrela_-_Frases
6614,202,mexerá,\m\\e\.\S\\e\'\r\\a\,A_Hora_da_Estrela_-_Frases
6614,202,delicada:,\d\\e\.\l\\i\'\k\\a\.\d\\a\\pau\,A_Hora_da_Estrela_-_Frases
6615,203,Cuidai,\k\\u\\i\'\d\\a\\j\,A_Hora_da_Estrela_-_Frases
6615,203,poder,'\p\\o\.\d\\e\\r\,A_Hora_da_Estrela_-_Frases
6615,203,é,\E\\s\\O\\p\\a\.\r\\a\,A_Hora_da_Estrela_-_Frases
6615,203,só,\k\\i\,A_Hora_da_Estrela_-_Frases
6615,203,mostrá-la,\v\\O\\js\,A_Hora_da_Estrela_-_Frases
6615,203,que,\R\\e\.\k\\o\.\J\\e\.\s\\a\\j\\s\,A_Hora_da_Estrela_-_Frases
6615,203,vós,\n\\a\,A_Hora_da_Estrela_-_Frases
6615,203,a,\R\\u\.\a\\pau\,A_Hora_da_Estrela_-_Frases
6615,203,reconheçais,\a~\.\d\\a~\.\d\\u\,A_Hora_da_Estrela_-_Frases
6615,203,"rua,",'\l\\E\.\v\\i\,A_Hora_da_Estrela_-_Frases
6615,203,andando,\p\\o\\X\,A_Hora_da_Estrela_-_Frases
6615,203,de,\k\\a\\u\.\z\\a\,A_Hora_da_Estrela_-_Frases
6615,203,leve,\d\\a\,A_Hora_da_Estrela_-_Frases
6615,203,por,\e\\z\.\v\\o\.\a\.\s\\a\.\d\\a\,A_Hora_da_Estrela_-_Frases
6615,203,causa,\m\\a\.\g\\r\\e\.\z\\a\,A_Hora_da_Estrela_-_Frases
6615,203,esvoaçada,,A_Hora_da_Estrela_-_Frases
6615,203,magreza:,,A_Hora_da_Estrela_-_Frases
6616,204,narrativa?,\n\\a\.\R\\a\'\tS\\i\.\v\\a\,A_Hora_da_Estrela_-_Frases
6617,205,"alegre,",\a\'\l\\E\.\g\\r\\i\\pau\,A_Hora_da_Estrela_-_Frases
6617,205,alegre,\a\'\l\\E\.\g\\r\\i\,A_Hora_da_Estrela_-_Frases
6618,206,homem,'\o~\.\m\\e~j~\.\dZ\\i\,A_Hora_da_Estrela_-_Frases
6618,206,de,\o\.\z\\a~\.\n\\a\\js\,A_Hora_da_Estrela_-_Frases
6618,206,hosanas,\i\,A_Hora_da_Estrela_-_Frases
6618,206,um,\dZ\\i\.\a\\pau\,A_Hora_da_Estrela_-_Frases
6618,206,"dia,",'\k\\e~\\m\,A_Hora_da_Estrela_-_Frases
6618,206,"sabe,",'\k\\a~\.\t\\a\.\r\\ej\,A_Hora_da_Estrela_-_Frases
6618,206,cantarei,\l\\o\.\a\\js\,A_Hora_da_Estrela_-_Frases
6618,206,loas,\k\\i\,A_Hora_da_Estrela_-_Frases
6618,206,não,\a\\js\,A_Hora_da_Estrela_-_Frases
6618,206,as,\dZ\\i\.\f\\i\.\k\\u\\w\.\d\\a\.\dZ\\i\\s\,A_Hora_da_Estrela_-_Frases
6618,206,dificuldades,\d\\a\,A_Hora_da_Estrela_-_Frases
6618,206,da,\n\\o\\R\.\d\\e\\s\.\tS\\i~\.\n\\a\,A_Hora_da_Estrela_-_Frases
